shape_id,route_id,route_name,direction_id,stop_sequence,segment_name,start_stop_name,end_stop_name,segment_id,start_stop_id,end_stop_id,distance_m,geometry
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,55,Yonge and Big Bay Point  - Bay Lane,Yonge and Big Bay Point ,Bay Lane,bdff618d-7509-47fb-863a-9816b029e4b5 - 11cfe8b0-560c-4ba0-bda8-27ea29ea68eb,bdff618d-7509-47fb-863a-9816b029e4b5,11cfe8b0-560c-4ba0-bda8-27ea29ea68eb,11433.089281116852,"LINESTRING (-79.6489913552398 44.3569027994217, -79.6489913552398 44.3569027994217, -79.6663412252868 44.3727506323308, -79.6380787872123 44.3485611288882, -79.6796181607019 44.3715329093655, -79.66073281 44.3706467)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,30,Bay Lane - Burton at Bayview,Bay Lane,Burton at Bayview,11cfe8b0-560c-4ba0-bda8-27ea29ea68eb - 4ba64802-5043-47fc-8e33-c23a07f6e664,11cfe8b0-560c-4ba0-bda8-27ea29ea68eb,4ba64802-5043-47fc-8e33-c23a07f6e664,2262.1006166695734,"LINESTRING (-79.66073281 44.3706467, -79.66073281 44.3706467, -79.6867407671655 44.3711506945581, -79.68436993 44.3711314)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,13,Burton at Bayview - Golden Meadow Road,Burton at Bayview,Golden Meadow Road,4ba64802-5043-47fc-8e33-c23a07f6e664 - 8b8e2a05-a1ba-4a7d-8089-ba73923cce89,4ba64802-5043-47fc-8e33-c23a07f6e664,8b8e2a05-a1ba-4a7d-8089-ba73923cce89,3351.922556969448,"LINESTRING (-79.68436993 44.3711314, -79.68436993 44.3711314, -79.64362872 44.36362786)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,39,Golden Meadow Road - Robinson Street,Golden Meadow Road,Robinson Street,8b8e2a05-a1ba-4a7d-8089-ba73923cce89 - c2dc17be-078c-4a64-a05e-83e0a765524d,8b8e2a05-a1ba-4a7d-8089-ba73923cce89,c2dc17be-078c-4a64-a05e-83e0a765524d,5871.811322521213,"LINESTRING (-79.64362872 44.36362786, -79.64362872 44.36362786, -79.6384154044637 44.3492370456002, -79.6410506749779 44.3516242117658, -79.68121647 44.37138819)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,14,Robinson Street - Kingswood Plaza,Robinson Street,Kingswood Plaza,c2dc17be-078c-4a64-a05e-83e0a765524d - 7ca91156-809c-4e3d-9f78-2e73d6e40aa7,c2dc17be-078c-4a64-a05e-83e0a765524d,7ca91156-809c-4e3d-9f78-2e73d6e40aa7,7023.135896777447,"LINESTRING (-79.68121647 44.37138819, -79.68121647 44.37138819, -79.6292798000145 44.3512393147492, -79.64986134 44.36597526)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,34,Kingswood Plaza - Hurst at Little,Kingswood Plaza,Hurst at Little,7ca91156-809c-4e3d-9f78-2e73d6e40aa7 - 0abede1a-24ce-466c-a87a-cbf66ad8eeec,7ca91156-809c-4e3d-9f78-2e73d6e40aa7,0abede1a-24ce-466c-a87a-cbf66ad8eeec,4838.859070719283,"LINESTRING (-79.64986134 44.36597526, -79.64986134 44.36597526, -79.6358914456303 44.3490050345066, -79.65565724 44.36817967)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,32,Hurst at Little - Big Bay Point at Dodson,Hurst at Little,Big Bay Point at Dodson,0abede1a-24ce-466c-a87a-cbf66ad8eeec - bbed2b69-0bdf-443c-af42-c63af9a6a59b,0abede1a-24ce-466c-a87a-cbf66ad8eeec,bbed2b69-0bdf-443c-af42-c63af9a6a59b,4157.936649613334,"LINESTRING (-79.65565724 44.36817967, -79.65565724 44.36817967, -79.6342713912887 44.3635426082338, -79.6498268633978 44.3548589560305, -79.641179 44.358631)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,54,Big Bay Point at Dodson - Garden Drive,Big Bay Point at Dodson,Garden Drive,bbed2b69-0bdf-443c-af42-c63af9a6a59b - ab2b1d6e-9198-4641-908f-4f9e4aa3355a,bbed2b69-0bdf-443c-af42-c63af9a6a59b,ab2b1d6e-9198-4641-908f-4f9e4aa3355a,5774.123825091357,"LINESTRING (-79.641179 44.358631, -79.641179 44.358631, -79.6922138149866 44.3720599634683, -79.67420508 44.37077229)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,19,Garden Drive - Edwards Drive,Garden Drive,Edwards Drive,ab2b1d6e-9198-4641-908f-4f9e4aa3355a - 3a3190bf-7137-4243-91ee-f1fae5f1860a,ab2b1d6e-9198-4641-908f-4f9e4aa3355a,3a3190bf-7137-4243-91ee-f1fae5f1860a,4760.065192615488,"LINESTRING (-79.67420508 44.37077229, -79.67420508 44.37077229, -79.6463788835036 44.3639918782706, -79.6503807395924 44.3564937625226, -79.63255951 44.36152163)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,50,Edwards Drive - Manor Gate,Edwards Drive,Manor Gate,3a3190bf-7137-4243-91ee-f1fae5f1860a - 80bbdb38-41b1-4c10-aadc-d45b6fe1e654,3a3190bf-7137-4243-91ee-f1fae5f1860a,80bbdb38-41b1-4c10-aadc-d45b6fe1e654,1363.4381383790076,"LINESTRING (-79.63255951 44.36152163, -79.63255951 44.36152163, -79.6488103061205 44.3653584638452)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,35,Manor Gate - Madelaine Drive,Manor Gate,Madelaine Drive,80bbdb38-41b1-4c10-aadc-d45b6fe1e654 - 66c3887f-09b7-417a-95e9-9ba483b00e28,80bbdb38-41b1-4c10-aadc-d45b6fe1e654,66c3887f-09b7-417a-95e9-9ba483b00e28,8355.785880005486,"LINESTRING (-79.6488103061205 44.3653584638452, -79.6488103061205 44.3653584638452, -79.6502640634932 44.3556421611096, -79.6857335976204 44.3710662049691, -79.6433459 44.35238483)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,61,Madelaine Drive - Hurst at Grand Forest,Madelaine Drive,Hurst at Grand Forest,66c3887f-09b7-417a-95e9-9ba483b00e28 - 082fadd6-a808-456c-8039-2031a56ebebe,66c3887f-09b7-417a-95e9-9ba483b00e28,082fadd6-a808-456c-8039-2031a56ebebe,2300.145592074113,"LINESTRING (-79.6433459 44.35238483, -79.6433459 44.35238483, -79.6351162871788 44.3493470161764, -79.636584 44.363372)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,44,Hurst at Grand Forest - Hurst Drive ,Hurst at Grand Forest,Hurst Drive ,082fadd6-a808-456c-8039-2031a56ebebe - 1f89c701-ab93-481f-96e1-63f532bebea6,082fadd6-a808-456c-8039-2031a56ebebe,1f89c701-ab93-481f-96e1-63f532bebea6,457.6165237634958,"LINESTRING (-79.636584 44.363372, -79.636584 44.363372, -79.632372387193 44.3605720615728)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,52,Hurst Drive  - Grand Forest Drive,Hurst Drive ,Grand Forest Drive,1f89c701-ab93-481f-96e1-63f532bebea6 - f1375909-b390-4e61-a1d7-f46809a75e7a,1f89c701-ab93-481f-96e1-63f532bebea6,f1375909-b390-4e61-a1d7-f46809a75e7a,20219.67347508998,"LINESTRING (-79.632372387193 44.3605720615728, -79.632372387193 44.3605720615728, -79.6392603003538 44.3635506548614, -79.645633229353 44.3636270978228, -79.6908365005753 44.3737430497255, -79.6400166833411 44.3510099858648, -79.6421973194002 44.3639999248981, -79.6379916154141 44.3633722879512, -79.6889656596759 44.3737524374576, -79.63587599 44.35978883)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,53,Grand Forest Drive - Minets at Hurst,Grand Forest Drive,Minets at Hurst,f1375909-b390-4e61-a1d7-f46809a75e7a - 1228257c-e8c0-41f6-9528-bd0314f24305,f1375909-b390-4e61-a1d7-f46809a75e7a,1228257c-e8c0-41f6-9528-bd0314f24305,3016.019341862451,"LINESTRING (-79.63587599 44.35978883, -79.63587599 44.35978883, -79.6690797608542 44.3728176875602)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,24,Minets at Hurst - Barrie South GO Station,Minets at Hurst,Barrie South GO Station,1228257c-e8c0-41f6-9528-bd0314f24305 - 9cc43781-1165-4a97-8e6d-e804fd448357,1228257c-e8c0-41f6-9528-bd0314f24305,9cc43781-1165-4a97-8e6d-e804fd448357,3992.216593751593,"LINESTRING (-79.6690797608542 44.3728176875602, -79.6690797608542 44.3728176875602, -79.62838858 44.35185862)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,86,Barrie South GO Station - Yonge at Huronia,Barrie South GO Station,Yonge at Huronia,9cc43781-1165-4a97-8e6d-e804fd448357 - cae5c92d-8574-46cd-8700-f0ff89499746,9cc43781-1165-4a97-8e6d-e804fd448357,cae5c92d-8574-46cd-8700-f0ff89499746,3909.3616899075046,"LINESTRING (-79.62838858 44.35185862, -79.62838858 44.35185862, -79.67021818 44.37023921)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,21,Yonge at Huronia - Painswick Library,Yonge at Huronia,Painswick Library,cae5c92d-8574-46cd-8700-f0ff89499746 - fd5ef645-feed-4bb4-9aaf-b2f499e1a492,cae5c92d-8574-46cd-8700-f0ff89499746,fd5ef645-feed-4bb4-9aaf-b2f499e1a492,20424.056874776314,"LINESTRING (-79.67021818 44.37023921, -79.67021818 44.37023921, -79.6322342534205 44.360590837037, -79.6284550206932 44.3509322017987, -79.6277080254381 44.3511159331272, -79.6412504995615 44.3640079715257, -79.6295574086641 44.3510046214464, -79.6348641595164 44.3636096634632, -79.6774683700483 44.3715422970976, -79.6277522818894 44.3513466031162, -79.6449465838043 44.3634916462595, -79.64798013 44.35405203)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,60,Painswick Library - Country Lane,Painswick Library,Country Lane,fd5ef645-feed-4bb4-9aaf-b2f499e1a492 - 268cfb2f-3ccf-461d-8f79-8b6571170feb,fd5ef645-feed-4bb4-9aaf-b2f499e1a492,268cfb2f-3ccf-461d-8f79-8b6571170feb,959.2988896672686,"LINESTRING (-79.64798013 44.35405203, -79.64798013 44.35405203, -79.6382719062729 44.3489487081139)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,66,Country Lane - Melinda Crescent,Country Lane,Melinda Crescent,268cfb2f-3ccf-461d-8f79-8b6571170feb - cfcc1b29-27b7-4b20-98b3-f34c4e4b8617,268cfb2f-3ccf-461d-8f79-8b6571170feb,cfcc1b29-27b7-4b20-98b3-f34c4e4b8617,19664.148576104268,"LINESTRING (-79.6382719062729 44.3489487081139, -79.6382719062729 44.3489487081139, -79.6621234513595 44.371303580481, -79.6495935111996 44.3546993645846, -79.6687042515698 44.3699141961285, -79.6762627170242 44.3713317436774, -79.690657 44.374042, -79.688614290274 44.375002346933, -79.6280888991409 44.3508021146537, -79.67856723 44.37159264)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,16,Melinda Crescent - William Street,Melinda Crescent,William Street,cfcc1b29-27b7-4b20-98b3-f34c4e4b8617 - 8cf50414-17da-47a8-b662-45f03aed7bcf,cfcc1b29-27b7-4b20-98b3-f34c4e4b8617,8cf50414-17da-47a8-b662-45f03aed7bcf,12627.215105910676,"LINESTRING (-79.67856723 44.37159264, -79.67856723 44.37159264, -79.6279574708913 44.3515732497915, -79.6330415983821 44.3516175062428, -79.6330992658794 44.3627459921089, -79.6346375128411 44.3496125548847, -79.68839559 44.37130339)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,10,William Street - Goodwin Drive,William Street,Goodwin Drive,8cf50414-17da-47a8-b662-45f03aed7bcf - b9fbb2cd-c2ca-4d08-b043-81f33ea9fdec,8cf50414-17da-47a8-b662-45f03aed7bcf,b9fbb2cd-c2ca-4d08-b043-81f33ea9fdec,5557.295886982381,"LINESTRING (-79.68839559 44.37130339, -79.68839559 44.37130339, -79.6298511105687 44.3506693452996, -79.63426262 44.35002888)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,72,Goodwin Drive - Granville Street,Goodwin Drive,Granville Street,b9fbb2cd-c2ca-4d08-b043-81f33ea9fdec - ae40205a-eb3c-4c4d-a575-a833fe1d4570,b9fbb2cd-c2ca-4d08-b043-81f33ea9fdec,ae40205a-eb3c-4c4d-a575-a833fe1d4570,5081.787190387798,"LINESTRING (-79.63426262 44.35002888, -79.63426262 44.35002888, -79.690533 44.371544)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,8,Granville Street - Esther Drive,Granville Street,Esther Drive,ae40205a-eb3c-4c4d-a575-a833fe1d4570 - 0ed633cc-2c5c-4051-9fac-8ea0586aa92e,ae40205a-eb3c-4c4d-a575-a833fe1d4570,0ed633cc-2c5c-4051-9fac-8ea0586aa92e,4731.482608592721,"LINESTRING (-79.690533 44.371544, -79.690533 44.371544, -79.63913789 44.35022474)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,64,Esther Drive - Hurst at Cox Mill,Esther Drive,Hurst at Cox Mill,0ed633cc-2c5c-4051-9fac-8ea0586aa92e - 77df9db7-db1f-4e6e-83cd-a1cfafc8de38,0ed633cc-2c5c-4051-9fac-8ea0586aa92e,77df9db7-db1f-4e6e-83cd-a1cfafc8de38,21283.961825601546,"LINESTRING (-79.63913789 44.35022474, -79.63913789 44.35022474, -79.6278689579886 44.3509523183675, -79.6894363873861 44.3749111518211, -79.628972687064 44.3511373908005, -79.6293777006494 44.3512004227162, -79.6333366413913 44.3630852915696, -79.6628704466146 44.3720157070169, -79.690338 44.374671, -79.65213682 44.36730494)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,33,Hurst at Cox Mill - Brennan Avenue,Hurst at Cox Mill,Brennan Avenue,77df9db7-db1f-4e6e-83cd-a1cfafc8de38 - aaea1d4e-ae5e-4724-a954-b6dc309f03c7,77df9db7-db1f-4e6e-83cd-a1cfafc8de38,aaea1d4e-ae5e-4724-a954-b6dc309f03c7,8900.47374946368,"LINESTRING (-79.65213682 44.36730494, -79.65213682 44.36730494, -79.6594586765444 44.3703715127928, -79.6720409197832 44.3705284220295, -79.6343599041915 44.3498593181288, -79.66383119 44.37250467)"
025e3cd3-af74-42bc-89a7-cc35ee83bd10,db26052a-916e-4235-9caa-0a364b781f39,4B SOUTH GO,0,27,Brennan Avenue - Allandale Waterfront Station,Brennan Avenue,Allandale Waterfront Station,aaea1d4e-ae5e-4724-a954-b6dc309f03c7 - 3fc855e2-62ed-4e6f-8af1-d686a89f1cdd,aaea1d4e-ae5e-4724-a954-b6dc309f03c7,3fc855e2-62ed-4e6f-8af1-d686a89f1cdd,7196.816311377728,"LINESTRING (-79.66383119 44.37250467, -79.66383119 44.37250467, -79.6338100513106 44.3634406842852, -79.68970508 44.37382969)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,78,Rolston Drive - Gloria Street,Rolston Drive,Gloria Street,3b3539f3-04a0-4ae5-b8a4-00796e8703fa - 8bd6dbbd-8e60-4973-b7dc-2002091aa712,3b3539f3-04a0-4ae5-b8a4-00796e8703fa,8bd6dbbd-8e60-4973-b7dc-2002091aa712,19059.79840170079,"LINESTRING (-79.69230844 44.41537373, -79.69230844 44.41537373, -79.7069337789377 44.385890775078, -79.7124564476285 44.4082255308762, -79.6981750248775 44.4171599696374, -79.7025282503681 44.4145246991232, -79.6752327487011 44.4109359032474, -79.6719912989134 44.4123360164366, -79.7108712620062 44.4018096865302, -79.7060406032825 44.4039688649159, -79.7122217543257 44.4016246140972, -79.7014660955349 44.4157223055197, -79.7128762133644 44.4014985502659, -79.71133586 44.40735307)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,53,Gloria Street - Alliance Boulevard,Gloria Street,Alliance Boulevard,8bd6dbbd-8e60-4973-b7dc-2002091aa712 - 2e7030cf-b80b-47c8-9893-18b90785e1df,8bd6dbbd-8e60-4973-b7dc-2002091aa712,2e7030cf-b80b-47c8-9893-18b90785e1df,2556.6704944417656,"LINESTRING (-79.71133586 44.40735307, -79.71133586 44.40735307, -79.67933789 44.40923713)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,85,Alliance Boulevard - Victoria Village,Alliance Boulevard,Victoria Village,2e7030cf-b80b-47c8-9893-18b90785e1df - 0dc0d0b8-64c8-427f-9161-a8501b1be548,2e7030cf-b80b-47c8-9893-18b90785e1df,0dc0d0b8-64c8-427f-9161-a8501b1be548,2523.350585274328,"LINESTRING (-79.67933789 44.40923713, -79.67933789 44.40923713, -79.69802649 44.39089524)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,6,Victoria Village - Edgehill Drive,Victoria Village,Edgehill Drive,0dc0d0b8-64c8-427f-9161-a8501b1be548 - 54628474-419e-4a24-8cca-b0e13dff8ec8,0dc0d0b8-64c8-427f-9161-a8501b1be548,54628474-419e-4a24-8cca-b0e13dff8ec8,14272.926358786382,"LINESTRING (-79.69802649 44.39089524, -79.69802649 44.39089524, -79.6726336880108 44.4121683783632, -79.7000579357182 44.391286038833, -79.6688598197019 44.4143463322131, -79.70892086 44.38697443)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,25,Edgehill Drive - Georgian Mall,Edgehill Drive,Georgian Mall,54628474-419e-4a24-8cca-b0e13dff8ec8 - f711a3fb-539a-4031-b60a-1216334f1737,54628474-419e-4a24-8cca-b0e13dff8ec8,f711a3fb-539a-4031-b60a-1216334f1737,2696.6588599221277,"LINESTRING (-79.70892086 44.38697443, -79.70892086 44.38697443, -79.7051031711759 44.4110941535887)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,62,Georgian Mall - Celeste Drive,Georgian Mall,Celeste Drive,f711a3fb-539a-4031-b60a-1216334f1737 - 6c4c75c6-e0b6-475c-ae93-08ac205246d8,f711a3fb-539a-4031-b60a-1216334f1737,6c4c75c6-e0b6-475c-ae93-08ac205246d8,5599.207635723027,"LINESTRING (-79.7051031711759 44.4110941535887, -79.7051031711759 44.4110941535887, -79.6709237796619 44.4136047013762, -79.6829856743208 44.4077346865973, -79.7010938 44.41588126)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,74,Celeste Drive - Wellington at Donald,Celeste Drive,Wellington at Donald,6c4c75c6-e0b6-475c-ae93-08ac205246d8 - debe6010-e7ce-4236-907f-af3d835d5f0e,6c4c75c6-e0b6-475c-ae93-08ac205246d8,debe6010-e7ce-4236-907f-af3d835d5f0e,3507.1744300109995,"LINESTRING (-79.7010938 44.41588126, -79.7010938 44.41588126, -79.706561 44.384555)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,23,Wellington at Donald - Downtown Barrie Terminal,Wellington at Donald,Downtown Barrie Terminal,debe6010-e7ce-4236-907f-af3d835d5f0e - 837579f7-8c0e-4fb3-980c-2f73d3f4977e,debe6010-e7ce-4236-907f-af3d835d5f0e,837579f7-8c0e-4fb3-980c-2f73d3f4977e,1286.2867115176807,"LINESTRING (-79.706561 44.384555, -79.706561 44.384555, -79.6910255963222 44.3877106540031)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,0,Downtown Barrie Terminal - 115 Bell Farm,Downtown Barrie Terminal,115 Bell Farm,837579f7-8c0e-4fb3-980c-2f73d3f4977e - 64befd30-0b6e-4364-b56f-7f27edd5e0de,837579f7-8c0e-4fb3-980c-2f73d3f4977e,64befd30-0b6e-4364-b56f-7f27edd5e0de,5151.012672456904,"LINESTRING (-79.6910255963222 44.3877106540031, -79.6910255963222 44.3877106540031, -79.702856820992 44.4131688423853, -79.67581077 44.4107726)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,86,115 Bell Farm - Livingstone at  Bayfield,115 Bell Farm,Livingstone at  Bayfield,64befd30-0b6e-4364-b56f-7f27edd5e0de - 01d44232-334b-417b-8806-a1ec2b409384,64befd30-0b6e-4364-b56f-7f27edd5e0de,01d44232-334b-417b-8806-a1ec2b409384,7277.1608079101425,"LINESTRING (-79.67581077 44.4107726, -79.67581077 44.4107726, -79.7113768584357 44.4017037392678, -79.7077183251213 44.4031829776277, -79.6837232818439 44.4077628497936, -79.70817312 44.40971361)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,61,Livingstone at  Bayfield - Georgian College,Livingstone at  Bayfield,Georgian College,01d44232-334b-417b-8806-a1ec2b409384 - 29f7b870-49b5-44f0-9853-3071109287c0,01d44232-334b-417b-8806-a1ec2b409384,29f7b870-49b5-44f0-9853-3071109287c0,3119.9726161893354,"LINESTRING (-79.70817312 44.40971361, -79.70817312 44.40971361, -79.6691320639331 44.4120865709833)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,109,Georgian College - Heather Street,Georgian College,Heather Street,29f7b870-49b5-44f0-9853-3071109287c0 - a0e79823-fcf9-4c84-8154-44503380aa89,29f7b870-49b5-44f0-9853-3071109287c0,a0e79823-fcf9-4c84-8154-44503380aa89,7075.9637254910285,"LINESTRING (-79.6691320639331 44.4120865709833, -79.6691320639331 44.4120865709833, -79.6733780010568 44.412204588187, -79.6736153765688 44.4108044749978, -79.6929219182087 44.3908032411816, -79.7022104085809 44.415197933626, -79.70875024 44.40678734)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,49,Heather Street - Robin Court,Heather Street,Robin Court,a0e79823-fcf9-4c84-8154-44503380aa89 - 26d6d61b-b746-40d8-a21b-0b03bec13368,a0e79823-fcf9-4c84-8154-44503380aa89,26d6d61b-b746-40d8-a21b-0b03bec13368,1644.725892817159,"LINESTRING (-79.70875024 44.40678734, -79.70875024 44.40678734, -79.689336 44.41184)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,79,Robin Court - Valley Drive,Robin Court,Valley Drive,26d6d61b-b746-40d8-a21b-0b03bec13368 - e6a7f702-76f4-4f0b-88a8-5a5b6b65d2dc,26d6d61b-b746-40d8-a21b-0b03bec13368,e6a7f702-76f4-4f0b-88a8-5a5b6b65d2dc,12318.804287666793,"LINESTRING (-79.689336 44.41184, -79.689336 44.41184, -79.668784717845 44.4142162450681, -79.6693345707258 44.4122810311485, -79.7004522204669 44.390909188444, -79.7119079358523 44.4075683896284, -79.6949858781687 44.4186016570688, -79.71557114 44.39465327)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,31,Valley Drive - Wal-Mart Plaza,Valley Drive,Wal-Mart Plaza,e6a7f702-76f4-4f0b-88a8-5a5b6b65d2dc - b9740350-6057-496c-80ed-13aa13f3faed,e6a7f702-76f4-4f0b-88a8-5a5b6b65d2dc,b9740350-6057-496c-80ed-13aa13f3faed,10530.658611500316,"LINESTRING (-79.71557114 44.39465327, -79.71557114 44.39465327, -79.6693265240983 44.4142886647158, -79.6690891485864 44.4124754913137, -79.6705348593316 44.4138836511304, -79.6689241927221 44.4132466264514, -79.6991272091345 44.3909802669871, -79.7081005399287 44.4063104335255, -79.7108243233457 44.4088129346855, -79.710430038597 44.4088545089277, -79.71010882 44.40887955)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,60,Wal-Mart Plaza - Meyer Avenue,Wal-Mart Plaza,Meyer Avenue,b9740350-6057-496c-80ed-13aa13f3faed - 3c80af69-4374-4af3-bee5-87021a56daa6,b9740350-6057-496c-80ed-13aa13f3faed,3c80af69-4374-4af3-bee5-87021a56daa6,10755.1983852482,"LINESTRING (-79.71010882 44.40887955, -79.71010882 44.40887955, -79.6906246060505 44.3881183497976, -79.7104313797016 44.401982689022, -79.6689899068469 44.4144053408149, -79.69606761 44.41804245)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,76,Meyer Avenue - Stanley Street,Meyer Avenue,Stanley Street,3c80af69-4374-4af3-bee5-87021a56daa6 - be6d497e-7c6d-4cd9-bf11-240835991c49,3c80af69-4374-4af3-bee5-87021a56daa6,be6d497e-7c6d-4cd9-bf11-240835991c49,2435.684401172694,"LINESTRING (-79.69606761 44.41804245, -79.69606761 44.41804245, -79.7085055535141 44.4066255931035, -79.70290207 44.41288804)"
0f9114e0-ef1b-4e5a-b7fa-e1ebbffcc526,605702ef-34fb-4f95-bc52-25022968f4af,8B Crosstown/Essa,1,66,Stanley Street - Kozlov at Cundles,Stanley Street,Kozlov at Cundles,be6d497e-7c6d-4cd9-bf11-240835991c49 - 6d27eeac-b9e6-4e6f-82d7-84643625335a,be6d497e-7c6d-4cd9-bf11-240835991c49,6d27eeac-b9e6-4e6f-82d7-84643625335a,7189.386161534058,"LINESTRING (-79.70290207 44.41288804, -79.70290207 44.41288804, -79.7065301064569 44.3875497214526, -79.7018536747607 44.415496999949, -79.70684254 44.40499142)"
