shape_id,route_id,direction_id,stop_sequence,segment_id,stop_id,end_stop_id,speed,trip_id,arrival_time,departure_time,latitude,longitude,congestion_level
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,7390ecf3-8664-4bef-989b-480c6de99daf,12:59:00,13:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,7e639afd-69f1-43c9-9f42-5a01d3842b83,14:30:00,14:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,41c8ddfa-2690-467c-8aee-e5a809b3206c,19:00:00,19:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,d7e9499c-50e5-4212-b7d2-406624c814bd,09:30:00,09:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,cfce2e5a-82c9-439a-a6cf-1aff52cd52c9,11:30:00,11:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,3434e71c-d90d-49b3-b580-4b73f10c5d25,09:00:00,09:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,e929eee1-ed67-4766-b510-63c0921964a9,05:31:00,05:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,ad1a8b03-fedf-45aa-b847-86d8531c90ce,18:59:00,19:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,ea0ceac8-a6e4-4a4b-bed2-3955813c3db4,13:59:00,14:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,ab2669bb-96af-4451-a5da-8b8e5e7630f1,18:30:00,18:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,b0310f2c-6fd2-4e11-bfbb-834a71bfed9f,14:30:00,14:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,efff941c-5949-4b86-9eb9-65d6b0187a17,06:30:00,06:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,5ebc24ab-b0af-4026-9746-cd6b68f49a5d,18:30:00,18:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,47a727ba-c2ee-4c42-9e35-e96aa4b4a5ca,17:29:00,17:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,a89b507c-37b5-438f-808e-2153bfc1e106,07:00:00,07:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,83bb21bc-6031-4ee6-9a8a-dd528ad5fa9e,15:00:00,15:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,122143ed-9352-4173-a84f-c24a23e19e5a,18:29:00,18:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,dd880fe9-8f02-44e1-93a1-8c83c41fe383,22:30:00,22:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,59c44084-f96a-45bc-bf9a-a443434f5222,13:29:00,13:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,0da8a73e-315d-478d-93fa-a5843142ac7f,07:52:00,07:53:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,9e45a7fe-0318-49c8-a7cd-de0fc6fbafcd,21:30:00,21:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,40fb3398-2aa3-4f7b-864a-4ae32e25a5c8,10:00:00,10:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,ce287d6a-e6bb-41a4-85c6-1821582ece65,18:00:00,18:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,89c61a61-4e69-434a-925f-91d32c6f8e6d,14:00:00,14:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,547b7d52-3886-4dd1-85ed-e412ee606cfa,14:59:00,15:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,981ab443-ca73-466e-929c-3bb9fd8a0d07,19:30:00,19:30:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,5128d966-f449-4337-bebc-35d7ca6aeb8a,21:30:00,21:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,0e0dc06e-5ff6-4036-8e54-a89f5bba4ae8,17:59:00,18:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,56c106b1-797d-4890-8f52-4846ac61cfee,10:30:00,10:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,cec30742-d674-423e-8f7c-fdc7cf12e70f,19:30:00,19:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,e9961797-8e42-4dde-ad4d-1c492a0a5291,15:29:00,15:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,e843f28f-e3f7-4dc7-986f-a889c31647b2,20:30:00,20:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,e605a735-b5cf-4bda-9e4f-85fc7ad1cde8,12:00:00,12:00:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,7ae29dc6-091b-435c-bdbd-052fc6e251d1,06:01:00,06:01:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,095e80de-a9e0-4e6a-8fde-56c4548c6fda,14:29:00,14:31:00,44.40999837,-79.67387444,4
1367bd0e-b38f-442d-8c9d-6c07d22eb8fd,323165ef-99ee-4955-801e-553bcb415229,0,2,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8 - b64abe1c-2622-45d1-a112-f363f75ff0df,584e20fe-2acf-4ca6-972d-5e2f9fd1bdf8,b64abe1c-2622-45d1-a112-f363f75ff0df,8,a175b728-411a-49ab-9f65-9b5390fc7fc7,09:30:00,09:31:00,44.40999837,-79.67387444,4
